id,name,now_cost,position,team,mng_clean_sheets,mng_goals_scored,now_cost_rank_type,expected_goals,threat_rank,dreamteam_count,news,influence_rank,assists,transfers_out_event,red_cards,expected_goals_conceded_per_90,bonus,birth_date,penalties_missed,news_added,ict_index_rank,threat_rank_type,minutes,starts,own_goals,web_name,form_rank_type,transfers_out,saves,cost_change_event_fall,selected_rank,in_dreamteam,corners_and_indirect_freekicks_order,selected_rank_type,can_select,value_form,form,region,creativity,points_per_game_rank,penalties_saved,bps,team_join_date,mng_draw,goals_scored,influence_rank_type,ict_index,threat,goals_conceded,form_rank,cost_change_event,transfers_in_event,expected_goals_conceded,points_per_game,goals_conceded_per_90,cost_change_start,mng_win,yellow_cards,direct_freekicks_order,cost_change_start_fall,ep_this,opta_code,expected_goal_involvements_per_90,status,value_season,starts_per_90,clean_sheets_per_90,selected_by_percent,expected_goal_involvements,expected_goals_per_90,chance_of_playing_next_round,penalties_order,transfers_in,creativity_rank_type,points_per_game_rank_type,clean_sheets,mng_underdog_win,now_cost_rank,event_points,influence,expected_assists,mng_underdog_draw,mng_loss,total_points,saves_per_90,expected_assists_per_90,ict_index_rank_type,chance_of_playing_this_round,ep_next,creativity_rank
296,Victor Kristiansen,44,DEF,Leicester,0,0,110,0.13,323,0,,84,1,42,0,1.92,0,2002-12-16,0,2025-02-10T09:30:07.256147Z,121,107,2196,25,1,Kristiansen,75,24029,0,0,451,False,1.0,157,True,0.2,1.0,58.0,338.3,409,0,157,2023-01-20,0,0,31,84.9,36.0,53,259,0,29,46.91,1.2,2.17,-1,0,1,,1,0.5,p481510,0.08,a,7.0,1.02,0.04,0.1,1.79,0.01,100.0,,17564,15,135,1,0,532,2,476.8,1.66,0,0,31,0.0,0.07,28,100.0,1.0,86
297,Wanya Marçal-Madivádua,45,MID,Leicester,0,0,251,0.00,668,0,Loaned to De Graafschap,688,0,2,0,0.0,0,,0,2024-08-31T06:21:32.289998Z,688,266,0,0,0,Marcal,222,4550,0,0,689,False,,283,False,0.0,0.0,,0.0,692,0,0,,0,0,272,0.0,0.0,0,610,0,0,0.00,0.0,0.0,0,0,0,,0,0.0,p461584,0.0,u,0.0,0.0,0.0,0.0,0.00,0.0,0.0,,754,272,273,0,0,403,0,0.0,0.00,0,0,0,0.0,0.0,271,0.0,0.0,684
298,Stephy Mavididi,50,MID,Leicester,0,0,125,1.59,98,0,,189,1,111,0,1.93,3,1998-05-31,0,,116,63,1379,14,0,Mavididi,132,207872,0,0,325,False,,99,True,0.2,1.0,241.0,333.3,236,0,219,2023-07-31,0,3,81,87.6,261.0,34,272,0,39,29.62,2.3,2.22,-5,0,2,1.0,5,0.5,p154048,0.3,a,11.8,0.91,0.07,0.3,4.73,0.1,,4.0,177274,68,98,1,0,201,1,284.6,3.14,0,0,59,0.0,0.2,71,,1.0,89
299,Kasey McAteer,47,MID,Leicester,0,0,220,0.55,273,0,,391,1,22,0,2.39,0,2001-11-22,0,2024-12-29T08:30:08.854035Z,361,153,380,4,0,McAteer,276,12974,0,0,574,False,,218,True,0.0,0.0,104.0,70.0,351,0,66,2021-12-01,0,0,182,20.2,69.0,8,683,0,3,10.11,1.6,1.89,-3,0,1,,3,-0.5,p461587,0.18,a,3.8,0.95,0.24,0.0,0.77,0.13,100.0,,11173,178,164,1,0,337,0,65.4,0.22,0,0,18,0.0,0.05,179,100.0,0.0,293
300,Wilfred Ndidi,49,MID,Leicester,0,0,167,1.74,108,1,,139,4,38,0,1.82,1,1996-12-16,0,2024-12-09T09:30:06.387859Z,137,71,1556,19,1,Ndidi,81,114848,0,0,395,False,,130,True,0.4,2.0,157.0,173.5,220,0,253,2017-01-03,0,0,53,79.1,235.0,32,185,0,31,31.48,2.4,1.85,-1,0,4,,1,1.5,p203341,0.17,a,9.2,1.1,0.06,0.2,2.93,0.1,100.0,,106538,119,91,1,0,260,2,383.6,1.19,0,0,45,0.0,0.07,80,100.0,2.0,178
301,Caleb Okoli,40,DEF,Leicester,0,0,184,0.14,318,0,,206,0,624,0,2.13,1,2001-07-13,0,2025-02-22T02:00:07.447724Z,307,104,1001,11,0,Okoli,121,143090,0,0,259,False,,97,True,0.0,0.2,106.0,12.8,404,0,83,2024-07-09,0,0,77,31.3,38.0,24,363,0,49,23.66,1.2,2.16,0,0,3,,0,-0.3,p473341,0.02,a,4.8,0.99,0.09,0.6,0.27,0.01,100.0,,174015,149,130,1,0,666,0,261.6,0.13,0,0,19,0.0,0.01,96,100.0,0.2,425
302,Ricardo Barbosa Pereira,41,DEF,Leicester,0,0,157,0.03,398,0,,454,0,9,0,1.26,0,1993-10-06,0,2024-11-10T23:00:07.847243Z,469,139,152,2,0,Ricardo,124,22078,0,0,512,False,,175,True,0.0,0.2,173.0,8.2,448,0,15,2018-06-09,0,0,163,4.1,11.0,4,366,0,24,2.12,1.0,2.37,-4,0,1,,4,-0.3,p111931,0.04,a,0.7,1.18,0.0,0.1,0.07,0.02,100.0,,5402,154,157,0,0,622,1,21.6,0.04,0,0,3,0.0,0.02,166,100.0,0.2,446
303,Harry Souttar,40,DEF,Leicester,0,0,168,0.00,517,0,Season long loan to Sheffield United,575,0,2,0,0.0,0,1998-10-22,0,2024-08-07T08:21:01.638839Z,575,181,0,0,0,Souttar,147,1529,0,0,724,False,,245,False,0.0,0.0,13.0,0.0,580,0,0,2023-01-31,0,0,195,0.0,0.0,0,435,0,0,0.00,0.0,0.0,0,0,0,,0,0.0,p194190,0.0,u,0.0,0.0,0.0,0.0,0.00,0.0,0.0,,0,194,193,0,0,638,0,0.0,0.00,0,0,0,0.0,0.0,195,0.0,0.0,555
304,Jakub Stolarczyk,40,GKP,Leicester,0,0,51,0.00,529,0,,314,0,845,0,1.63,0,2000-12-19,0,2024-07-25T11:00:04.015354Z,389,30,540,6,0,Stolarczyk,51,39780,17,0,269,False,,41,True,0.0,0.0,172.0,0.0,330,0,44,2020-09-04,0,0,30,14.1,0.0,12,449,0,156,9.79,1.7,2.0,0,0,1,,0,-0.5,p436680,0.0,a,2.5,1.0,0.0,0.5,0.00,0.0,100.0,,89246,46,36,0,0,654,0,140.8,0.00,0,0,10,2.83,0.0,31,100.0,0.0,567
305,Luke Thomas,39,DEF,Leicester,0,0,247,0.02,403,0,,394,0,1335,0,1.95,0,2001-06-10,0,,421,143,272,3,0,Thomas,80,173363,0,0,157,False,,59,True,0.2,0.8,241.0,16.5,431,0,28,2020-07-15,0,0,136,8.8,10.0,7,280,0,145,5.90,1.0,2.32,-1,0,0,,1,0.3,p244619,0.03,a,1.0,0.99,0.0,1.6,0.07,0.01,,,271073,144,143,0,0,747,2,61.6,0.05,0,0,4,0.0,0.02,144,,0.8,414
306,Jamie Vardy,53,FWD,Leicester,0,0,40,8.80,33,1,,140,4,3463,0,1.97,13,1987-01-11,0,2025-02-10T09:30:07.280118Z,70,15,2136,26,0,Vardy,18,2459785,0,0,75,False,,16,True,0.4,2.0,241.0,213.6,71,0,364,2012-07-01,0,7,16,117.4,580.0,53,190,0,2803,46.83,3.8,2.23,-2,0,4,,2,1.5,p101668,0.46,a,18.5,1.1,0.04,4.9,10.95,0.37,100.0,1.0,2561523,18,17,1,0,142,2,383.2,2.15,0,0,98,0.0,0.09,16,100.0,2.0,151
307,Jannik Vestergaard,39,DEF,Leicester,0,0,235,0.11,291,0,,173,0,1783,0,1.62,0,1992-08-03,0,2025-02-10T09:30:07.295426Z,263,89,1390,16,1,Vestergaard,133,319559,0,0,149,False,,57,True,0.0,0.0,58.0,46.6,526,0,86,2021-08-13,0,0,64,42.4,53.0,35,403,0,303,25.05,0.6,2.27,-1,0,5,,1,-0.5,p93100,0.02,a,2.8,1.04,0.0,1.8,0.19,0.01,100.0,,310817,102,182,0,0,728,0,321.0,0.08,0,0,11,0.0,0.01,82,100.0,0.0,328
308,Danny Ward,39,GKP,Leicester,0,0,69,0.00,488,0,,425,0,1233,0,2.23,0,1993-06-22,0,,474,7,135,1,0,Ward,28,186423,4,0,132,False,,21,True,0.0,0.0,244.0,0.0,428,0,-5,2018-07-20,0,0,38,3.6,0.0,6,404,0,923,3.35,1.0,4.0,-1,0,0,,1,-0.5,p95463,0.0,a,0.5,0.67,0.0,2.2,0.00,0.0,,,157419,24,38,0,0,729,0,35.4,0.00,0,0,2,2.67,0.0,38,,0.0,531
309,Harry Winks,44,MID,Leicester,0,0,310,0.21,344,0,,209,2,3723,0,1.74,0,1996-02-02,0,2024-11-23T17:30:08.809600Z,198,186,1510,17,0,Winks,152,2086957,0,0,69,False,2.0,19,True,0.1,0.5,241.0,306.8,295,0,267,2023-07-01,0,0,89,59.9,30.0,32,327,0,773,29.27,1.9,1.91,-1,0,4,,1,0.0,p157668,0.1,a,8.9,1.01,0.0,5.5,1.73,0.01,100.0,,1324523,75,129,0,0,500,1,260.0,1.52,0,0,39,0.0,0.09,103,100.0,0.5,98
501,Oliver Skipp,47,MID,Leicester,0,0,215,0.13,354,0,,374,0,13,0,2.44,0,2000-09-16,0,,340,191,770,7,0,Skipp,174,7055,0,0,582,False,,224,True,0.0,0.2,241.0,120.1,412,0,93,2024-08-19,0,0,174,23.4,26.0,22,378,0,4,20.91,1.2,2.57,-3,0,4,,3,-0.3,p209042,0.05,a,4.0,0.82,0.12,0.0,0.41,0.02,,,4775,149,198,1,0,332,0,87.0,0.28,0,0,19,0.0,0.03,171,,0.2,235
570,Abdul Fatawu,51,MID,Leicester,0,0,117,0.41,175,0,Knee injury - Expected back 01 Jun,304,2,30,0,1.72,3,2004-03-08,0,2024-11-21T10:30:09.372550Z,273,110,576,6,0,A.Fatawu,316,102659,0,0,389,False,,128,True,0.0,0.0,81.0,104.3,225,0,125,2024-07-16,0,0,137,40.1,148.0,14,742,0,3,11.00,2.4,2.19,-4,0,0,,4,0.0,p531442,0.28,i,5.1,0.94,0.0,0.2,1.83,0.06,0.0,,69065,154,96,0,0,189,0,147.6,1.42,0,0,26,0.0,0.22,139,0.0,0.0,247
606,Will Alves,44,MID,Leicester,0,0,323,0.00,633,0,Loaned to Cardiff City,658,0,37,0,0.0,0,,0,2025-02-03T18:00:25.183771Z,658,246,1,0,0,Alves,198,14922,0,0,509,False,,186,False,0.0,0.0,241.0,0.3,460,0,3,2024-02-09,0,0,254,0.0,0.0,0,573,0,0,0.00,1.0,0.0,-1,0,0,,1,0.0,p532534,0.0,u,0.2,0.0,0.0,0.1,0.00,0.0,0.0,,12604,243,209,0,0,542,0,0.0,0.00,0,0,1,0.0,0.0,253,0.0,0.0,494
616,Ben Nelson,40,DEF,Leicester,0,0,194,0.00,549,0,Loaned to Oxford United,601,0,6,0,0.0,0,,0,2024-08-31T06:22:31.067773Z,601,200,0,0,0,Nelson,168,3765,0,0,666,False,,224,False,0.0,0.0,,0.0,606,0,0,,0,0,212,0.0,0.0,0,469,0,0,0.00,0.0,0.0,0,0,0,,0,0.0,p501770,0.0,u,0.0,0.0,0.0,0.0,0.00,0.0,0.0,,2208,211,210,0,0,677,0,0.0,0.00,0,0,0,0.0,0.0,212,0.0,0.0,585
635,Bilal El Khannouss,48,MID,Leicester,0,0,208,0.61,222,1,,213,1,244,0,1.94,5,2004-05-10,0,,157,128,1432,18,0,El Khannouss,93,51279,0,0,381,False,4.0,124,True,0.4,1.8,145.0,367.2,218,0,258,2024-08-29,0,2,91,72.4,102.0,39,203,0,110,30.90,2.4,2.45,-2,0,2,,2,1.3,p513527,0.15,a,11.7,1.13,0.06,0.2,2.30,0.04,,,66520,56,89,1,0,323,2,256.2,1.69,0,0,56,0.0,0.11,91,,1.8,73
694,Henry Cartwright,45,MID,Leicester,0,0,282,0.00,698,0,,715,0,13,0,0.0,0,2004-12-11,0,,715,290,0,0,0,Cartwright,250,439,0,0,741,False,,309,True,0.0,0.0,241.0,0.0,718,0,0,2024-12-13,0,0,295,0.0,0.0,0,643,0,9,0.00,0.0,0.0,0,0,0,,0,-0.5,p531997,0.0,a,0.0,0.0,0.0,0.0,0.00,0.0,,,681,295,296,0,0,446,0,0.0,0.00,0,0,0,0.0,0.0,294,,0.0,710
708,Thomas Wilson-Brown,40,DEF,Leicester,0,0,203,0.00,557,0,Loaned to Kilmarnock,607,0,10,0,0.0,0,,0,2025-02-04T10:30:57.487547Z,607,207,0,0,0,Wilson-Brown,175,618,0,0,733,False,,249,False,0.0,0.0,241.0,0.0,612,0,0,2022-07-08,0,0,217,0.0,0.0,0,477,0,0,0.00,0.0,0.0,0,0,0,,0,0.0,p532535,0.0,u,0.0,0.0,0.0,0.0,0.00,0.0,0.0,,654,217,215,0,0,687,0,0.0,0.00,0,0,0,0.0,0.0,217,0.0,0.0,592
726,Woyo Coulibaly,40,DEF,Leicester,0,0,185,0.04,359,0,,444,0,41,0,2.09,0,1999-05-26,0,,454,120,107,1,0,Coulibaly,260,805,0,0,663,False,,223,True,0.0,-0.2,73.0,3.4,534,0,-4,2025-01-15,0,0,160,5.2,24.0,6,787,0,23,2.48,0.2,5.05,0,0,1,,0,-0.7,p488439,0.06,a,0.2,0.84,0.0,0.0,0.08,0.03,,,2038,163,186,0,0,667,0,24.4,0.04,0,0,1,0.0,0.03,158,,-0.2,459
754,Ruud van Nistelrooij,5,MNG,Leicester,0,2,20,0.00,468,0,,533,0,51,0,0.0,0,1976-07-01,0,,533,5,0,0,0,Van Nistelrooy,20,7745,0,0,702,False,,19,True,0.0,0.0,152.0,0.0,540,0,0,2024-12-01,0,0,5,0.0,0.0,0,396,0,254,0.00,0.0,0.0,0,1,0,,0,-0.5,man50996,0.0,a,16.0,0.0,0.0,0.2,0.00,0.0,,,16566,5,5,0,0,788,0,0.0,0.00,0,5,8,0.0,0.0,5,,0.0,511
310,Alisson Ramses Becker,56,GKP,Liverpool,0,0,1,0.00,780,2,,124,0,17769,0,0.74,9,1992-10-02,0,2024-10-05T14:00:07.200306Z,265,82,1878,21,0,A.Becker,10,1637528,50,0,32,False,,7,True,0.7,3.7,30.0,13.0,34,0,346,2018-07-19,0,0,19,41.8,0.0,18,100,0,6149,15.48,4.3,0.86,1,0,0,,-1,5.2,p116535,0.01,a,16.1,1.01,0.43,10.0,0.20,0.0,100.0,,1474465,7,5,9,0,99,3,406.2,0.20,0,0,90,2.4,0.01,18,100.0,0.0,424
311,Trent Alexander-Arnold,75,DEF,Liverpool,0,0,1,1.52,111,4,,23,6,60632,0,0.75,13,1998-10-07,0,2025-02-01T22:30:08.242237Z,21,9,2144,26,0,Alexander-Arnold,10,3882606,0,0,6,True,1.0,1,True,0.6,4.7,241.0,792.6,20,0,562,2015-07-01,0,2,8,168.3,232.0,21,48,0,13207,17.94,4.8,0.88,5,0,4,1.0,-5,6.2,p169187,0.33,a,18.0,1.09,0.5,33.3,8.07,0.06,100.0,,4375954,1,1,12,0,15,2,661.0,6.55,0,0,135,0.0,0.27,1,100.0,0.0,9
312,Stefan Bajčetić Maquieira,45,MID,Liverpool,0,0,284,0.00,701,0,Loaned to RB Salzburg,718,0,9,0,0.0,0,,0,2024-08-31T06:19:45.092198Z,718,292,0,0,0,Bajcetic,252,17604,0,0,603,False,,234,False,0.0,0.0,,0.0,721,0,0,,0,0,297,0.0,0.0,0,646,0,0,0.00,0.0,0.0,0,0,0,,0,0.0,p535928,0.0,u,0.0,0.0,0.0,0.0,0.00,0.0,0.0,,2712,297,298,0,0,449,0,0.0,0.00,0,0,0,0.0,0.0,296,0.0,0.0,713
313,Conor Bradley,47,DEF,Liverpool,0,0,46,0.49,220,0,Muscle injury - Unknown return date,402,0,253,0,1.35,0,2003-07-09,0,2025-02-19T23:00:08.951949Z,372,57,364,2,0,Bradley,111,104646,0,0,348,False,,126,True,0.1,0.5,242.0,23.7,399,0,55,2023-09-25,0,0,140,18.1,104.0,5,339,0,6,5.47,1.3,1.24,-3,0,2,,3,0.0,p492777,0.18,i,3.4,0.49,0.25,0.2,0.75,0.12,0.0,,57662,136,129,1,0,343,0,53.6,0.26,0,0,16,0.0,0.06,124,0.0,0.0,393
315,Bobby Clark,45,MID,Liverpool,0,0,261,0.00,679,0,Transferred to RB Salzburg,698,0,1,0,0.0,0,,0,2024-08-22T11:22:35.466323Z,698,274,0,0,0,Clark,230,5314,0,0,690,False,,284,False,0.0,0.0,,0.0,702,0,0,,0,0,280,0.0,0.0,0,621,0,0,0.00,0.0,0.0,0,0,0,,0,0.0,p491970,0.0,u,0.0,0.0,0.0,0.0,0.00,0.0,0.0,,444,280,281,0,0,420,0,0.0,0.00,0,0,0,0.0,0.0,279,0.0,0.0,694
316,Darwin Núñez Ribeiro,70,FWD,Liverpool,0,0,13,4.88,68,1,,222,3,3001,0,1.2,6,1999-06-24,0,2025-01-31T15:00:09.018032Z,165,22,957,8,0,Darwin,16,772550,0,0,134,False,,19,True,0.3,2.3,230.0,112.4,190,0,232,2022-06-14,0,5,22,70.8,353.0,17,163,0,4379,12.73,2.6,1.6,-5,0,7,,5,3.8,p447203,0.5,a,8.6,0.75,0.19,2.1,5.26,0.46,100.0,3.0,398837,28,25,2,0,28,10,248.2,0.38,0,0,60,0.0,0.04,23,100.0,0.0,243
317,Diogo Teixeira da Silva,72,MID,Liverpool,0,0,14,6.16,56,0,,218,4,2830,0,0.77,4,1996-12-04,0,2025-01-17T11:30:07.995744Z,133,35,835,10,0,Diogo J.,75,2631111,0,0,114,False,,38,True,0.3,2.2,173.0,137.7,58,0,199,2020-09-19,0,5,94,79.8,412.0,7,177,0,603,7.14,4.0,0.75,-3,0,1,,3,3.7,p194634,0.77,a,10.0,1.08,0.65,2.7,7.22,0.66,100.0,,1247676,137,30,6,0,25,1,252.2,1.06,0,0,72,0.0,0.11,78,100.0,0.0,213
318,Ben Doak,45,MID,Liverpool,0,0,263,0.00,681,0,Loaned to Middlesbrough,700,0,2,0,0.0,0,,0,2024-08-31T06:17:31.171503Z,700,276,0,0,0,Doak,232,5656,0,0,678,False,,278,False,0.0,0.0,,0.0,704,0,0,,0,0,282,0.0,0.0,0,623,0,0,0.00,0.0,0.0,0,0,0,,0,0.0,p496208,0.0,u,0.0,0.0,0.0,0.0,0.00,0.0,0.0,,1136,282,283,0,0,422,0,0.0,0.00,0,0,0,0.0,0.0,281,0.0,0.0,696
319,Harvey Elliott,52,MID,Liverpool,0,0,103,0.20,308,0,,417,1,180,0,1.11,0,2003-04-04,0,2024-09-08T23:00:06.842081Z,387,168,121,0,0,Elliott,168,116686,0,0,346,False,,108,True,0.1,0.3,241.0,63.4,403,0,53,2019-07-28,0,0,188,14.9,45.0,1,359,0,171,1.49,1.3,0.74,-3,0,0,,3,1.8,p444884,0.43,a,2.7,0.0,0.0,0.2,0.58,0.15,100.0,,21318,182,196,0,0,170,1,39.6,0.38,0,0,14,0.0,0.28,188,100.0,0.0,303
320,Endo Wataru,46,MID,Liverpool,0,0,229,0.00,444,0,,438,0,82,0,0.84,0,1993-02-09,0,,461,229,137,0,0,Endo,151,34349,0,0,442,False,,151,True,0.2,0.7,108.0,17.7,482,0,49,2023-08-18,0,0,202,4.9,4.0,1,311,0,51,1.28,1.0,0.66,-4,0,0,,4,2.2,p158983,0.03,a,3.0,0.0,0.0,0.1,0.04,0.0,,,21281,217,224,0,0,351,1,28.2,0.04,0,0,14,0.0,0.03,220,,0.0,410
321,Cody Gakpo,74,FWD,Liverpool,0,0,7,5.92,43,2,Ankle injury - 75% chance of playing,88,4,75601,0,0.79,15,1999-05-07,0,2025-03-06T00:00:09.307224Z,47,18,1400,16,0,Gakpo,29,2854413,0,1,47,False,,9,True,0.1,0.7,152.0,401.4,80,0,440,2023-01-01,0,8,11,137.9,504.0,14,312,-1,630,12.34,3.7,0.9,-1,0,4,,1,1.7,p243298,0.55,d,13.0,1.03,0.32,8.2,8.63,0.38,75.0,,3290974,3,18,5,0,21,0,472.2,2.72,0,0,96,0.0,0.17,11,75.0,0.0,62
322,Joe Gomez,47,DEF,Liverpool,0,0,44,0.33,282,0,Hamstring injury - Unknown return date,326,0,162,0,0.94,0,1997-05-23,0,2025-02-12T12:30:09.561757Z,344,84,517,6,0,Gomez,252,324176,0,0,287,False,,107,True,0.0,0.0,241.0,38.5,350,0,83,2015-06-20,0,0,119,22.8,58.0,8,682,0,4,5.38,1.6,1.39,-3,0,1,,3,0.0,p171287,0.08,i,3.0,1.04,0.17,0.4,0.42,0.06,0.0,,286975,111,112,1,0,329,0,130.4,0.09,0,0,14,0.0,0.02,112,0.0,0.0,344
323,Ryan Gravenberch,50,MID,Liverpool,0,0,141,0.86,248,0,,113,2,1408,0,0.86,1,2002-05-16,0,,114,140,2471,29,0,Gravenberch,68,211838,0,0,236,False,,75,True,0.5,2.3,152.0,396.7,224,0,451,2023-09-01,0,0,39,90.9,85.0,24,162,0,384,23.57,2.4,0.87,0,0,5,,0,3.8,p441266,0.14,a,14.2,1.06,0.44,0.8,3.91,0.03,,,246356,51,95,12,0,222,2,425.0,3.05,0,0,71,0.0,0.11,70,,0.0,65
324,Curtis Jones,53,MID,Liverpool,0,0,89,4.00,78,1,,177,5,481,1,1.01,4,2001-01-30,0,2025-02-12T22:30:09.769827Z,118,52,1159,13,0,Jones,115,161688,0,0,333,False,,104,True,0.2,1.3,241.0,242.9,149,0,298,2018-04-06,0,3,73,86.8,319.0,17,238,0,152,13.07,2.9,1.32,-2,0,1,,2,2.8,p206915,0.38,a,13.2,1.01,0.31,0.3,4.87,0.31,100.0,,168255,92,63,4,0,148,1,311.0,0.87,0,0,70,0.0,0.07,72,100.0,0.0,131
325,Caoimhin Kelleher,40,GKP,Liverpool,0,0,47,0.00,521,1,,260,0,1084,0,1.21,1,1998-11-23,0,,365,26,720,8,0,Kelleher,47,696335,24,0,207,False,,28,True,0.0,0.0,104.0,0.0,23,1,127,2016-08-06,0,0,25,19.7,0.0,9,439,0,424,9.68,4.6,1.12,-5,0,0,,5,1.5,p200720,0.0,a,9.2,1.0,0.38,1.1,0.00,0.0,,,728698,42,1,3,0,643,0,196.8,0.00,0,0,37,3.0,0.0,26,,0.0,559
326,Ibrahima Konaté,52,DEF,Liverpool,0,0,20,1.09,245,0,,96,2,20590,0,0.83,1,1999-05-25,0,2024-11-28T10:30:07.514061Z,173,68,1894,22,0,Konaté,41,2322472,0,0,52,False,,18,True,0.5,2.7,73.0,136.1,84,0,387,2021-07-01,0,1,36,68.5,87.0,17,136,0,3075,17.37,3.6,0.81,2,0,5,,-2,4.2,p204716,0.09,a,15.8,1.05,0.43,7.4,1.89,0.05,100.0,,2811113,54,16,9,0,166,2,459.0,0.80,0,0,82,0.0,0.04,49,100.0,0.0,215
327,Luis Díaz,75,MID,Liverpool,0,0,11,7.48,15,3,,56,6,39860,0,0.81,15,1997-01-13,0,2025-01-17T11:30:08.018487Z,17,7,1845,22,0,Luis Díaz,9,5823316,0,0,22,False,,6,True,0.7,5.3,48.0,522.5,17,0,457,2022-01-30,0,9,16,176.1,702.0,14,30,0,14664,16.57,4.9,0.68,0,0,2,,0,6.8,p244731,0.52,a,18.4,1.07,0.63,16.2,10.73,0.36,100.0,,6499791,34,10,13,0,18,6,537.8,3.25,0,0,138,0.0,0.16,13,100.0,0.0,42
328,Mohamed Salah,138,MID,Liverpool,0,0,1,21.45,1,12,,1,17,67563,0,0.87,51,1992-06-15,0,,1,1,2570,29,0,M.Salah,1,2280715,0,0,1,True,,1,True,0.8,11.3,63.0,923.1,1,0,1037,2017-07-01,0,27,1,402.7,1669.0,27,3,0,9221,24.92,10.6,0.95,13,0,1,,-13,12.8,p118748,0.99,a,22.2,1.02,0.42,70.4,28.39,0.75,,2.0,6358095,3,1,12,0,2,15,1436.6,6.94,0,0,306,0.0,0.24,1,,0.0,3
329,Alexis Mac Allister,62,MID,Liverpool,0,0,37,2.40,90,1,,89,4,3488,0,0.78,3,1998-12-24,0,2025-02-25T10:30:08.078506Z,58,58,2110,25,0,Mac Allister,29,398162,0,0,152,False,4.0,52,True,0.6,4.0,10.0,525.1,129,0,429,2023-06-14,0,3,31,127.9,286.0,17,82,0,985,18.28,3.1,0.73,-3,0,6,,3,5.5,p243016,0.26,a,14.0,1.07,0.51,1.7,6.23,0.1,100.0,,282276,33,56,12,0,62,1,469.4,3.83,0,0,87,0.0,0.16,39,100.0,0.0,41
330,James McConnell,44,MID,Liverpool,0,0,315,0.00,629,0,,654,0,38,0,0.0,0,2004-09-13,0,2024-09-10T11:24:32.362482Z,654,242,0,0,0,McConnell,193,10364,0,0,547,False,,202,True,0.0,0.0,241.0,0.0,659,0,0,2023-07-18,0,0,250,0.0,0.0,0,568,0,26,0.00,0.0,0.0,-1,0,0,,1,1.5,p491501,0.0,a,0.0,0.0,0.0,0.1,0.00,0.0,100.0,,9543,251,252,0,0,534,0,0.0,0.00,0,0,0,0.0,0.0,249,100.0,0.0,649
331,Tyler Morton,44,MID,Liverpool,0,0,314,0.00,625,0,Shoulder injury - Expected back 02 Apr,652,0,43,0,0.0,0,2002-10-31,0,2025-02-07T16:30:07.536970Z,652,241,0,0,0,Morton,192,30141,0,0,478,False,,170,True,0.0,0.0,241.0,0.0,657,0,0,2021-07-22,0,0,249,0.0,0.0,0,565,0,16,0.00,0.0,0.0,-1,0,0,,1,0.0,p440148,0.0,i,0.0,0.0,0.0,0.1,0.00,0.0,0.0,,30032,250,251,0,0,527,0,0.0,0.00,0,0,0,0.0,0.0,248,0.0,0.0,647
332,Nathaniel Phillips,40,DEF,Liverpool,0,0,170,0.00,519,0,Loaned to Derby County,577,0,6,0,0.0,0,,0,2024-08-31T06:18:33.693343Z,577,183,0,0,0,N.Phillips,149,17593,0,0,529,False,,183,False,0.0,0.0,,0.0,582,0,0,,0,0,197,0.0,0.0,0,437,0,0,0.00,0.0,0.0,0,0,0,,0,0.0,p197464,0.0,u,0.0,0.0,0.0,0.1,0.00,0.0,0.0,,4026,196,195,0,0,640,0,0.0,0.00,0,0,0,0.0,0.0,197,0.0,0.0,557
333,Jarell Quansah,39,DEF,Liverpool,0,0,248,0.00,416,0,,384,0,1449,0,1.52,0,2003-01-29,0,2024-08-23T09:30:06.099816Z,420,150,286,2,0,Quansah,81,775978,0,0,198,False,,76,True,0.2,0.8,241.0,6.3,505,0,41,2021-12-18,0,0,134,8.9,6.0,5,281,0,246,4.82,0.9,1.57,-6,0,1,,6,2.3,p441428,0.04,a,2.3,0.63,0.0,1.1,0.14,0.0,100.0,,303911,157,171,0,0,750,1,75.6,0.14,0,0,9,0.0,0.04,143,100.0,0.0,450
334,Rhys Williams,40,DEF,Liverpool,0,0,174,0.00,525,0,Loaned to Morecambe,581,0,2,0,0.0,0,,0,2024-08-22T11:18:16.485954Z,581,186,0,0,0,R.Williams,152,14494,0,0,561,False,,194,False,0.0,0.0,241.0,0.0,585,0,0,2020-09-23,0,0,200,0.0,0.0,0,443,0,0,0.00,0.0,0.0,0,0,0,,0,0.0,p219937,0.0,u,0.0,0.0,0.0,0.0,0.00,0.0,0.0,,828,199,197,0,0,647,0,0.0,0.00,0,0,0,0.0,0.0,200,0.0,0.0,563
335,Andrew Robertson,58,DEF,Liverpool,0,0,7,0.79,176,0,,167,0,6771,1,0.92,3,1994-03-11,0,,89,32,2014,24,0,Robertson,58,1179439,0,0,89,False,2.0,30,True,0.3,1.8,243.0,599.3,163,0,357,2017-07-21,0,0,62,107.9,148.0,24,213,0,547,20.63,2.8,1.07,-2,0,3,,2,3.3,p122798,0.2,a,13.1,1.07,0.4,4.1,4.27,0.04,,,1074603,4,46,9,0,90,1,333.0,3.48,0,0,76,0.0,0.16,16,,0.0,23
